sensorId,facilityId,metric,value,unit,timestamp,anomaly
SEN-026,FAC-006,chlorine_mg_l,1.43,mg/L,2025-12-08T00:09:24.202718,False
SEN-036,FAC-008,temperature_c,16.57,°C,2025-10-30T06:02:21.330229,False
SEN-002,FAC-001,conductivity_us,772.43,µS/cm,2025-10-04T22:11:52.889750,False
SEN-007,FAC-002,ph,8.08,pH,2026-01-08T17:51:50.276274,False
SEN-023,FAC-005,pressure_bar,2.16,bar,2025-10-02T02:10:44.957247,False
SEN-023,FAC-005,pressure_bar,5.74,bar,2025-12-13T20:46:32.303275,False
SEN-066,FAC-014,chlorine_mg_l,1.81,mg/L,2025-12-07T07:58:56.351108,False
SEN-067,FAC-014,flow_rate_m3h,437.25,m³/h,2026-01-01T09:45:40.778869,False
SEN-009,FAC-002,conductivity_us,477.11,µS/cm,2025-12-19T22:37:04.756066,False
SEN-043,FAC-009,dissolved_o2,5.22,mg/L,2026-01-26T16:48:45.439835,False
SEN-027,FAC-006,pressure_bar,4.3,bar,2026-01-09T14:14:08.421668,False
SEN-023,FAC-005,pressure_bar,3.31,bar,2025-10-06T13:49:17.494310,False
SEN-038,FAC-008,flow_rate_m3h,441.4,m³/h,2025-11-07T07:45:26.171022,False
SEN-088,FAC-019,chlorine_mg_l,1.81,mg/L,2025-12-13T09:29:25.412997,False
SEN-048,FAC-011,ph,7.78,pH,2025-12-15T21:05:44.890377,False
SEN-052,FAC-011,dissolved_o2,6.89,mg/L,2025-11-10T05:45:21.222182,False
SEN-070,FAC-015,turbidity_ntu,1.9,NTU,2026-01-03T09:01:37.071080,False
SEN-074,FAC-016,dissolved_o2,11.86,mg/L,2026-01-22T00:40:34.072672,False
SEN-028,FAC-006,turbidity_ntu,3.95,NTU,2026-02-03T09:00:44.758871,False
SEN-031,FAC-007,conductivity_us,410.23,µS/cm,2026-02-24T17:03:05.019065,False
SEN-084,FAC-018,dissolved_o2,4.14,mg/L,2026-02-02T17:41:06.725739,False
SEN-044,FAC-010,conductivity_us,523.8,µS/cm,2025-11-24T03:07:57.955358,False
SEN-002,FAC-001,conductivity_us,499.88,µS/cm,2025-12-09T17:11:07.627184,False
SEN-005,FAC-001,pressure_bar,2.22,bar,2025-10-29T05:49:33.715784,False
SEN-057,FAC-012,pressure_bar,2.38,bar,2026-02-09T19:43:45.062301,False
SEN-030,FAC-007,pressure_bar,5.97,bar,2026-01-14T23:48:28.928020,False
SEN-001,FAC-001,chlorine_mg_l,0.58,mg/L,2025-10-17T11:58:07.095476,False
SEN-097,FAC-020,conductivity_us,452.37,µS/cm,2025-12-03T01:53:16.197743,False
SEN-003,FAC-001,dissolved_o2,4.67,mg/L,2025-11-30T20:32:22.853583,False
SEN-012,FAC-002,dissolved_o2,9.42,mg/L,2026-02-26T08:20:29.010611,False
SEN-027,FAC-006,pressure_bar,2.03,bar,2026-02-18T09:24:08.069211,False
SEN-022,FAC-005,ph,8.12,pH,2025-11-27T11:34:51.063141,False
SEN-088,FAC-019,chlorine_mg_l,0.34,mg/L,2025-11-28T03:51:28.663343,False
SEN-036,FAC-008,temperature_c,12.73,°C,2026-02-03T16:21:55.916547,False
SEN-030,FAC-007,pressure_bar,3.52,bar,2025-11-13T22:12:21.375364,False
SEN-071,FAC-015,ph,6.88,pH,2025-10-02T04:05:08.836136,False
SEN-061,FAC-013,ph,7.4,pH,2025-12-30T07:26:07.844570,False
SEN-075,FAC-016,temperature_c,14.3,°C,2026-01-19T18:29:51.733758,False
SEN-006,FAC-001,temperature_c,7.2,°C,2026-01-08T21:09:34.568777,False
SEN-074,FAC-016,dissolved_o2,8.43,mg/L,2025-12-29T16:51:37.022551,False
SEN-091,FAC-019,turbidity_ntu,4.4,NTU,2025-11-19T21:46:21.479476,True
SEN-057,FAC-012,pressure_bar,2.93,bar,2025-11-23T17:11:58.595292,False
SEN-054,FAC-012,dissolved_o2,6.92,mg/L,2025-11-25T08:41:19.990017,False
SEN-061,FAC-013,ph,6.98,pH,2025-10-28T07:37:42.033179,False
SEN-015,FAC-003,ph,8.39,pH,2025-10-23T12:15:37.931379,False
SEN-024,FAC-005,flow_rate_m3h,489.06,m³/h,2026-01-26T12:10:42.264753,False
SEN-049,FAC-011,flow_rate_m3h,139.13,m³/h,2025-11-29T12:40:07.483949,False
SEN-042,FAC-009,flow_rate_m3h,108.68,m³/h,2025-11-14T05:28:11.966523,False
SEN-022,FAC-005,ph,7.23,pH,2025-12-06T20:42:15.467320,False
SEN-057,FAC-012,pressure_bar,4.66,bar,2025-12-26T23:54:55.239200,False
SEN-048,FAC-011,ph,7.5,pH,2025-10-29T17:54:53.000369,False
SEN-017,FAC-004,turbidity_ntu,3.45,NTU,2026-01-02T14:33:41.255311,False
SEN-080,FAC-017,turbidity_ntu,1.97,NTU,2026-01-27T20:34:03.869654,False
SEN-045,FAC-010,ph,8.47,pH,2025-11-17T09:16:13.619367,False
SEN-060,FAC-013,turbidity_ntu,2.09,NTU,2026-01-14T11:18:23.152560,False
SEN-068,FAC-014,dissolved_o2,9.71,mg/L,2025-11-30T03:45:32.876813,False
SEN-094,FAC-020,ph,7.0,pH,2025-12-11T14:27:47.250151,False
SEN-014,FAC-003,temperature_c,24.14,°C,2025-10-15T01:01:06.956093,False
SEN-034,FAC-007,chlorine_mg_l,0.67,mg/L,2025-10-24T13:58:13.768589,False
SEN-090,FAC-019,ph,7.12,pH,2025-11-24T15:20:21.311276,False
SEN-040,FAC-009,temperature_c,13.79,°C,2025-10-12T03:42:24.867015,False
SEN-087,FAC-018,flow_rate_m3h,277.47,m³/h,2026-02-16T11:07:14.832319,False
SEN-061,FAC-013,ph,8.27,pH,2025-11-09T13:18:42.860152,False
SEN-074,FAC-016,dissolved_o2,4.0,mg/L,2025-12-01T11:31:16.984340,False
SEN-077,FAC-016,chlorine_mg_l,1.83,mg/L,2025-11-17T14:55:29.634746,False
SEN-007,FAC-002,ph,7.45,pH,2026-01-31T03:48:20.821111,False
SEN-025,FAC-006,flow_rate_m3h,457.11,m³/h,2026-01-06T10:18:17.127173,False
SEN-012,FAC-002,dissolved_o2,7.23,mg/L,2026-02-13T22:52:58.588958,False
SEN-060,FAC-013,turbidity_ntu,-0.36,NTU,2025-10-06T12:22:31.294543,True
SEN-014,FAC-003,temperature_c,14.04,°C,2025-12-19T20:07:41.145489,False
SEN-012,FAC-002,dissolved_o2,8.18,mg/L,2026-02-02T05:42:12.980881,False
SEN-012,FAC-002,dissolved_o2,4.24,mg/L,2025-11-06T15:48:22.841126,False
SEN-041,FAC-009,chlorine_mg_l,0.89,mg/L,2026-02-21T06:03:59.718539,False
SEN-055,FAC-012,flow_rate_m3h,112.26,m³/h,2025-12-25T11:03:03.540928,False
SEN-086,FAC-018,conductivity_us,589.98,µS/cm,2026-01-19T08:59:53.503888,False
SEN-041,FAC-009,chlorine_mg_l,0.43,mg/L,2025-11-29T19:43:09.246925,False
SEN-008,FAC-002,turbidity_ntu,3.49,NTU,2025-12-22T22:38:21.244989,False
SEN-020,FAC-004,ph,6.65,pH,2025-12-03T04:07:29.223990,False
SEN-036,FAC-008,temperature_c,20.25,°C,2025-10-26T21:06:01.830067,False
SEN-085,FAC-018,temperature_c,21.85,°C,2026-02-03T10:22:38.054984,False
SEN-033,FAC-007,dissolved_o2,7.78,mg/L,2026-02-09T15:32:25.478562,False
SEN-085,FAC-018,temperature_c,13.73,°C,2025-11-11T05:06:07.062516,False
SEN-097,FAC-020,conductivity_us,276.16,µS/cm,2026-02-20T20:23:40.644092,False
SEN-008,FAC-002,turbidity_ntu,3.58,NTU,2026-02-10T08:18:26.575635,False
SEN-017,FAC-004,turbidity_ntu,3.19,NTU,2025-12-03T09:49:30.638377,False
SEN-066,FAC-014,chlorine_mg_l,0.3,mg/L,2025-12-17T18:40:11.811664,False
SEN-077,FAC-016,chlorine_mg_l,0.38,mg/L,2026-01-14T06:05:44.864718,False
SEN-079,FAC-017,chlorine_mg_l,0.7,mg/L,2026-01-12T10:00:02.269826,False
SEN-051,FAC-011,pressure_bar,2.26,bar,2026-01-22T00:50:03.104395,False
SEN-037,FAC-008,pressure_bar,3.3,bar,2026-01-23T04:29:58.019123,False
SEN-030,FAC-007,pressure_bar,3.73,bar,2026-02-07T22:18:06.269685,False
SEN-075,FAC-016,temperature_c,5.19,°C,2025-10-06T01:26:16.122796,False
SEN-042,FAC-009,flow_rate_m3h,215.2,m³/h,2025-10-15T10:03:44.860303,False
SEN-028,FAC-006,turbidity_ntu,4.0,NTU,2026-01-06T23:45:06.098035,False
SEN-029,FAC-006,conductivity_us,374.36,µS/cm,2025-12-03T19:03:03.235275,False
SEN-031,FAC-007,conductivity_us,654.15,µS/cm,2025-10-02T18:46:27.910348,False
SEN-064,FAC-014,conductivity_us,708.7,µS/cm,2025-10-07T19:50:48.497816,False
SEN-062,FAC-013,flow_rate_m3h,330.64,m³/h,2026-01-11T16:12:07.332094,False
SEN-042,FAC-009,flow_rate_m3h,250.3,m³/h,2025-10-17T17:18:47.425756,False
SEN-068,FAC-014,dissolved_o2,4.11,mg/L,2025-10-16T23:19:11.544208,False
SEN-087,FAC-018,flow_rate_m3h,443.47,m³/h,2025-11-11T17:54:58.156091,False
SEN-037,FAC-008,pressure_bar,5.35,bar,2025-11-06T01:36:06.391715,False
SEN-035,FAC-007,ph,7.24,pH,2026-01-07T03:48:36.106954,False
SEN-084,FAC-018,dissolved_o2,7.75,mg/L,2025-12-04T19:16:07.410902,False
SEN-078,FAC-017,flow_rate_m3h,137.51,m³/h,2025-12-03T23:39:23.641094,False
SEN-047,FAC-010,flow_rate_m3h,480.47,m³/h,2026-02-03T12:03:32.541813,False
SEN-010,FAC-002,flow_rate_m3h,436.69,m³/h,2025-12-12T13:16:26.956928,False
SEN-041,FAC-009,chlorine_mg_l,2.42,mg/L,2025-11-02T03:21:36.510572,True
SEN-003,FAC-001,dissolved_o2,9.98,mg/L,2025-12-17T18:01:21.011588,False
SEN-080,FAC-017,turbidity_ntu,2.29,NTU,2025-12-07T03:40:44.113591,False
SEN-083,FAC-017,ph,8.67,pH,2025-10-04T04:29:09.751152,True
SEN-093,FAC-020,flow_rate_m3h,475.23,m³/h,2025-10-05T21:02:00.548673,False
SEN-045,FAC-010,ph,7.64,pH,2025-12-15T07:53:04.644343,False
SEN-068,FAC-014,dissolved_o2,9.84,mg/L,2025-11-28T14:03:23.651161,False
SEN-065,FAC-014,ph,8.9,pH,2025-12-30T22:50:11.339776,True
SEN-082,FAC-017,pressure_bar,3.15,bar,2025-12-03T21:40:29.189792,False
SEN-082,FAC-017,pressure_bar,4.39,bar,2026-02-07T06:36:30.740183,False
SEN-005,FAC-001,pressure_bar,4.88,bar,2026-02-16T08:06:08.328322,False
SEN-082,FAC-017,pressure_bar,5.16,bar,2025-10-27T15:00:23.272745,False
SEN-063,FAC-013,dissolved_o2,11.14,mg/L,2025-12-31T17:05:27.282215,False
SEN-066,FAC-014,chlorine_mg_l,1.99,mg/L,2026-01-20T18:27:35.251964,False
SEN-007,FAC-002,ph,8.1,pH,2025-10-14T08:30:27.683608,False
SEN-016,FAC-003,conductivity_us,600.65,µS/cm,2025-10-18T15:53:59.419518,False
SEN-075,FAC-016,temperature_c,7.79,°C,2025-12-23T03:52:33.751409,False
SEN-021,FAC-005,chlorine_mg_l,1.92,mg/L,2025-10-28T19:21:25.588402,False
SEN-050,FAC-011,turbidity_ntu,0.55,NTU,2025-10-01T08:18:46.773059,False
SEN-089,FAC-019,dissolved_o2,5.71,mg/L,2026-02-05T16:43:31.426767,False
SEN-097,FAC-020,conductivity_us,273.97,µS/cm,2025-10-27T05:30:26.422565,False
SEN-059,FAC-012,turbidity_ntu,3.83,NTU,2025-11-09T04:20:25.340660,False
SEN-025,FAC-006,flow_rate_m3h,169.79,m³/h,2026-01-06T21:45:20.389676,False
SEN-064,FAC-014,conductivity_us,320.93,µS/cm,2026-01-06T14:00:33.109049,False
SEN-030,FAC-007,pressure_bar,5.45,bar,2025-10-27T23:38:00.308252,False
SEN-013,FAC-003,dissolved_o2,6.48,mg/L,2025-10-23T15:49:13.051473,False
SEN-078,FAC-017,flow_rate_m3h,113.87,m³/h,2025-12-29T02:06:25.068506,False
SEN-062,FAC-013,flow_rate_m3h,247.85,m³/h,2025-12-16T05:27:56.958040,False
SEN-009,FAC-002,conductivity_us,569.87,µS/cm,2025-10-22T12:30:22.946850,False
SEN-007,FAC-002,ph,7.83,pH,2026-02-27T10:56:58.535248,False
SEN-018,FAC-004,conductivity_us,708.15,µS/cm,2025-11-19T12:01:35.592599,False
SEN-083,FAC-017,ph,6.5,pH,2026-01-23T21:54:28.882500,False
SEN-047,FAC-010,flow_rate_m3h,439.35,m³/h,2026-01-11T13:56:53.801979,False
SEN-063,FAC-013,dissolved_o2,10.41,mg/L,2026-01-14T22:04:47.801262,False
SEN-029,FAC-006,conductivity_us,602.84,µS/cm,2025-10-28T07:41:09.078509,False
SEN-027,FAC-006,pressure_bar,3.39,bar,2025-10-23T08:15:49.163848,False
SEN-067,FAC-014,flow_rate_m3h,139.82,m³/h,2026-02-22T03:13:12.048266,False
SEN-010,FAC-002,flow_rate_m3h,159.44,m³/h,2025-11-05T21:40:18.401587,False
SEN-014,FAC-003,temperature_c,22.76,°C,2025-10-12T01:08:52.540309,False
SEN-084,FAC-018,dissolved_o2,4.86,mg/L,2025-12-11T07:31:35.156982,False
SEN-025,FAC-006,flow_rate_m3h,405.98,m³/h,2025-10-07T15:39:52.795691,False
SEN-034,FAC-007,chlorine_mg_l,1.24,mg/L,2026-02-21T04:50:35.704931,False
SEN-037,FAC-008,pressure_bar,5.51,bar,2025-10-26T13:54:36.819779,False
SEN-018,FAC-004,conductivity_us,275.66,µS/cm,2025-11-04T05:19:48.196974,False
SEN-022,FAC-005,ph,7.62,pH,2026-01-26T19:16:03.767089,False
SEN-068,FAC-014,dissolved_o2,11.09,mg/L,2026-02-07T00:22:59.422846,False
SEN-061,FAC-013,ph,8.04,pH,2026-01-23T14:51:59.703868,False
SEN-074,FAC-016,dissolved_o2,8.68,mg/L,2026-02-03T01:33:02.824339,False
SEN-032,FAC-007,temperature_c,24.68,°C,2026-02-24T05:48:07.637250,False
SEN-072,FAC-015,temperature_c,24.18,°C,2025-10-31T18:21:59.991848,False
SEN-080,FAC-017,turbidity_ntu,0.9,NTU,2026-02-26T02:46:33.989802,False
SEN-055,FAC-012,flow_rate_m3h,396.24,m³/h,2025-10-28T20:53:36.403181,False
SEN-049,FAC-011,flow_rate_m3h,306.35,m³/h,2026-01-01T14:10:31.466242,False
SEN-077,FAC-016,chlorine_mg_l,0.32,mg/L,2025-10-17T00:09:14.731694,False
SEN-030,FAC-007,pressure_bar,3.8,bar,2025-12-21T12:26:34.656884,False
SEN-035,FAC-007,ph,7.59,pH,2026-01-27T00:15:36.345364,False
SEN-032,FAC-007,temperature_c,8.95,°C,2026-01-04T16:37:04.246338,False
SEN-084,FAC-018,dissolved_o2,9.92,mg/L,2025-11-04T16:42:56.043465,False
SEN-016,FAC-003,conductivity_us,675.78,µS/cm,2025-12-06T19:23:40.139452,False
SEN-086,FAC-018,conductivity_us,359.95,µS/cm,2025-10-26T08:34:53.155100,False
SEN-047,FAC-010,flow_rate_m3h,112.47,m³/h,2026-02-06T10:45:31.016148,False
SEN-002,FAC-001,conductivity_us,800.47,µS/cm,2025-11-18T06:52:26.438135,True
SEN-065,FAC-014,ph,8.21,pH,2026-02-15T13:59:23.840971,False
SEN-071,FAC-015,ph,7.83,pH,2026-01-25T20:35:48.495776,False
SEN-004,FAC-001,turbidity_ntu,3.24,NTU,2025-12-24T16:44:33.707777,False
SEN-096,FAC-020,pressure_bar,5.97,bar,2025-10-09T16:39:07.530417,False
SEN-018,FAC-004,conductivity_us,520.97,µS/cm,2025-12-13T19:45:25.474239,False
SEN-076,FAC-016,ph,8.03,pH,2026-02-22T05:30:12.610518,False
SEN-066,FAC-014,chlorine_mg_l,0.84,mg/L,2025-12-09T16:11:16.201966,False
SEN-048,FAC-011,ph,7.09,pH,2025-11-18T04:03:29.738427,False
SEN-031,FAC-007,conductivity_us,219.99,µS/cm,2026-01-24T18:30:02.403530,False
SEN-049,FAC-011,flow_rate_m3h,372.43,m³/h,2025-12-14T00:18:17.101032,False
SEN-083,FAC-017,ph,7.9,pH,2025-11-01T23:23:30.846769,False
SEN-030,FAC-007,pressure_bar,4.29,bar,2026-02-26T00:53:56.460490,False
SEN-092,FAC-019,flow_rate_m3h,137.32,m³/h,2025-10-16T15:40:06.616361,False
SEN-076,FAC-016,ph,7.99,pH,2025-10-04T20:01:20.240050,False
SEN-032,FAC-007,temperature_c,19.53,°C,2026-02-04T03:41:04.832849,False
SEN-033,FAC-007,dissolved_o2,5.84,mg/L,2025-12-13T22:25:13.365894,False
SEN-010,FAC-002,flow_rate_m3h,103.37,m³/h,2026-02-20T04:29:39.904184,False
SEN-063,FAC-013,dissolved_o2,9.22,mg/L,2025-10-05T02:56:01.004958,False
SEN-013,FAC-003,dissolved_o2,8.65,mg/L,2026-02-09T20:49:42.358692,False
SEN-002,FAC-001,conductivity_us,751.73,µS/cm,2025-12-17T14:29:42.739087,False
SEN-006,FAC-001,temperature_c,21.13,°C,2025-11-28T16:09:12.847080,False
SEN-035,FAC-007,ph,7.89,pH,2025-10-20T01:07:25.562628,False
SEN-056,FAC-012,conductivity_us,759.01,µS/cm,2025-11-06T13:48:14.207456,False
SEN-047,FAC-010,flow_rate_m3h,468.39,m³/h,2025-10-10T02:13:53.471238,False
SEN-055,FAC-012,flow_rate_m3h,433.79,m³/h,2025-12-26T07:55:12.702210,False
SEN-078,FAC-017,flow_rate_m3h,500.19,m³/h,2026-01-30T01:26:44.525722,True
SEN-057,FAC-012,pressure_bar,2.48,bar,2025-10-04T15:13:23.541434,False
SEN-058,FAC-012,ph,8.31,pH,2026-01-21T04:56:12.085129,False
SEN-005,FAC-001,pressure_bar,3.91,bar,2026-01-30T21:44:03.960209,False
SEN-078,FAC-017,flow_rate_m3h,99.62,m³/h,2026-01-14T06:10:55.977853,True
SEN-002,FAC-001,conductivity_us,522.27,µS/cm,2025-12-25T06:07:58.052478,False
SEN-097,FAC-020,conductivity_us,780.34,µS/cm,2025-12-02T03:52:55.410781,False
SEN-096,FAC-020,pressure_bar,3.29,bar,2025-11-18T23:54:39.821954,False
SEN-091,FAC-019,turbidity_ntu,3.99,NTU,2026-01-13T13:16:51.735608,False
SEN-069,FAC-015,dissolved_o2,10.59,mg/L,2025-12-07T02:08:44.480995,False
SEN-038,FAC-008,flow_rate_m3h,113.45,m³/h,2025-11-17T04:32:21.265970,False
SEN-008,FAC-002,turbidity_ntu,2.54,NTU,2026-02-13T15:03:45.403879,False
SEN-048,FAC-011,ph,7.83,pH,2025-12-02T23:22:40.951128,False
SEN-036,FAC-008,temperature_c,25.12,°C,2026-01-18T09:38:34.344499,True
SEN-083,FAC-017,ph,7.13,pH,2026-01-19T10:45:35.116883,False
SEN-087,FAC-018,flow_rate_m3h,469.9,m³/h,2025-10-04T14:31:55.516991,False
SEN-029,FAC-006,conductivity_us,718.46,µS/cm,2025-10-12T18:22:40.260726,False
SEN-005,FAC-001,pressure_bar,4.52,bar,2025-10-08T19:47:15.863633,False
SEN-081,FAC-017,dissolved_o2,8.57,mg/L,2026-02-04T10:27:14.628442,False
SEN-035,FAC-007,ph,7.22,pH,2025-12-17T20:55:47.767601,False
SEN-001,FAC-001,chlorine_mg_l,0.22,mg/L,2026-02-11T10:03:21.305196,False
SEN-005,FAC-001,pressure_bar,6.2,bar,2025-11-23T19:37:35.117089,True
SEN-080,FAC-017,turbidity_ntu,2.11,NTU,2025-11-01T15:48:11.891040,False
SEN-094,FAC-020,ph,8.12,pH,2025-11-22T15:37:28.607113,False
SEN-047,FAC-010,flow_rate_m3h,212.82,m³/h,2026-02-12T06:38:53.166980,False
SEN-075,FAC-016,temperature_c,22.19,°C,2025-11-29T10:44:07.571021,False
SEN-018,FAC-004,conductivity_us,453.23,µS/cm,2025-10-13T11:21:35.828988,False
SEN-025,FAC-006,flow_rate_m3h,378.67,m³/h,2025-12-30T08:46:38.286681,False
SEN-095,FAC-020,temperature_c,24.75,°C,2025-10-17T19:34:45.412957,False
SEN-086,FAC-018,conductivity_us,675.57,µS/cm,2025-11-27T14:36:18.757698,False
SEN-023,FAC-005,pressure_bar,3.49,bar,2025-12-23T12:44:31.939323,False
SEN-016,FAC-003,conductivity_us,397.94,µS/cm,2025-10-04T08:59:03.747151,False
SEN-031,FAC-007,conductivity_us,764.05,µS/cm,2025-12-05T21:05:34.062611,False
SEN-010,FAC-002,flow_rate_m3h,202.69,m³/h,2026-01-03T19:01:58.177008,False
SEN-088,FAC-019,chlorine_mg_l,1.91,mg/L,2025-12-12T15:05:39.685151,False
SEN-093,FAC-020,flow_rate_m3h,451.24,m³/h,2026-01-31T18:48:38.320794,False
SEN-013,FAC-003,dissolved_o2,9.53,mg/L,2026-02-11T21:46:07.394882,False
SEN-021,FAC-005,chlorine_mg_l,0.42,mg/L,2025-12-08T18:50:23.060038,False
SEN-061,FAC-013,ph,7.22,pH,2026-02-22T12:16:19.313369,False
SEN-013,FAC-003,dissolved_o2,6.03,mg/L,2025-11-13T21:05:13.223461,False
SEN-049,FAC-011,flow_rate_m3h,213.14,m³/h,2026-01-23T03:53:16.946975,False
SEN-083,FAC-017,ph,8.31,pH,2025-10-28T00:02:52.475713,False
SEN-088,FAC-019,chlorine_mg_l,1.89,mg/L,2025-12-21T08:04:20.951164,False
SEN-024,FAC-005,flow_rate_m3h,409.06,m³/h,2026-02-08T00:31:13.559391,False
SEN-031,FAC-007,conductivity_us,579.63,µS/cm,2025-11-10T18:40:56.780243,False
SEN-096,FAC-020,pressure_bar,3.12,bar,2025-12-13T23:12:38.329173,False
SEN-092,FAC-019,flow_rate_m3h,384.1,m³/h,2026-01-26T04:06:19.085875,False
SEN-059,FAC-012,turbidity_ntu,1.3,NTU,2025-12-26T04:54:04.776294,False
SEN-092,FAC-019,flow_rate_m3h,466.18,m³/h,2025-11-14T21:36:51.182027,False
SEN-068,FAC-014,dissolved_o2,8.6,mg/L,2025-11-15T20:41:52.244727,False
SEN-001,FAC-001,chlorine_mg_l,0.76,mg/L,2025-11-20T23:07:30.936162,False
SEN-098,FAC-020,turbidity_ntu,1.02,NTU,2025-11-30T18:38:16.899515,False
SEN-075,FAC-016,temperature_c,19.98,°C,2025-12-24T01:15:34.730884,False
SEN-065,FAC-014,ph,6.54,pH,2026-02-21T15:14:51.429477,False
SEN-097,FAC-020,conductivity_us,438.38,µS/cm,2026-01-04T18:57:31.999807,False
SEN-062,FAC-013,flow_rate_m3h,201.86,m³/h,2025-12-25T19:48:31.713304,False
SEN-027,FAC-006,pressure_bar,2.18,bar,2025-11-07T05:37:59.595577,False
SEN-019,FAC-004,dissolved_o2,8.5,mg/L,2026-02-06T06:00:36.702084,False
SEN-059,FAC-012,turbidity_ntu,0.51,NTU,2025-12-20T17:37:25.527200,False
SEN-058,FAC-012,ph,7.37,pH,2025-12-08T15:49:53.139833,False
SEN-055,FAC-012,flow_rate_m3h,260.11,m³/h,2025-10-09T14:32:18.242647,False
SEN-079,FAC-017,chlorine_mg_l,0.42,mg/L,2025-10-29T11:00:56.417447,False
SEN-047,FAC-010,flow_rate_m3h,435.44,m³/h,2025-10-19T22:14:47.336997,False
SEN-074,FAC-016,dissolved_o2,8.89,mg/L,2025-10-17T23:36:22.210868,False
SEN-056,FAC-012,conductivity_us,497.73,µS/cm,2026-02-17T06:03:28.280842,False
SEN-002,FAC-001,conductivity_us,413.02,µS/cm,2026-01-21T19:17:21.292292,False
SEN-058,FAC-012,ph,6.73,pH,2026-01-03T06:03:45.268359,False
SEN-084,FAC-018,dissolved_o2,10.29,mg/L,2026-01-28T11:24:46.110943,False
SEN-094,FAC-020,ph,7.84,pH,2026-02-25T01:02:29.983346,False
SEN-063,FAC-013,dissolved_o2,3.79,mg/L,2025-12-06T19:11:52.977689,True
SEN-062,FAC-013,flow_rate_m3h,497.74,m³/h,2025-11-10T18:05:24.947975,False
SEN-046,FAC-010,temperature_c,21.92,°C,2025-12-10T05:03:11.834826,False
SEN-008,FAC-002,turbidity_ntu,1.46,NTU,2026-02-20T17:53:36.652559,False
SEN-003,FAC-001,dissolved_o2,6.88,mg/L,2026-02-22T09:45:35.925496,False
SEN-033,FAC-007,dissolved_o2,4.29,mg/L,2026-02-02T14:36:20.134443,False
SEN-080,FAC-017,turbidity_ntu,3.51,NTU,2025-11-18T02:33:05.659124,False
SEN-042,FAC-009,flow_rate_m3h,255.78,m³/h,2026-01-03T11:44:57.224109,False
SEN-063,FAC-013,dissolved_o2,11.25,mg/L,2026-02-18T01:39:13.597607,False
SEN-071,FAC-015,ph,7.17,pH,2025-11-20T12:35:01.580991,False
SEN-086,FAC-018,conductivity_us,434.23,µS/cm,2026-02-03T00:24:18.171727,False
SEN-097,FAC-020,conductivity_us,326.31,µS/cm,2026-02-02T05:04:17.718705,False
SEN-089,FAC-019,dissolved_o2,5.47,mg/L,2026-01-15T06:53:46.945733,False
SEN-043,FAC-009,dissolved_o2,12.24,mg/L,2025-11-02T08:56:18.990088,True
SEN-002,FAC-001,conductivity_us,296.33,µS/cm,2026-02-17T06:43:45.734177,False
SEN-061,FAC-013,ph,7.75,pH,2026-01-13T07:52:33.934605,False
SEN-019,FAC-004,dissolved_o2,8.57,mg/L,2026-01-09T20:06:18.429304,False
SEN-072,FAC-015,temperature_c,23.94,°C,2025-12-23T07:09:40.017503,False
SEN-035,FAC-007,ph,8.23,pH,2026-01-19T07:22:18.807384,False
SEN-083,FAC-017,ph,8.13,pH,2025-10-04T10:15:45.960111,False
SEN-053,FAC-011,conductivity_us,686.57,µS/cm,2025-12-21T01:06:08.105078,False
SEN-082,FAC-017,pressure_bar,3.86,bar,2026-01-11T04:50:16.618641,False
SEN-040,FAC-009,temperature_c,8.45,°C,2026-02-13T16:05:12.885180,False
SEN-077,FAC-016,chlorine_mg_l,1.65,mg/L,2025-11-12T19:41:42.824259,False
SEN-089,FAC-019,dissolved_o2,4.45,mg/L,2025-12-12T07:00:20.108289,False
SEN-051,FAC-011,pressure_bar,3.73,bar,2025-11-03T14:09:46.935823,False
SEN-064,FAC-014,conductivity_us,480.22,µS/cm,2025-12-18T19:48:38.932032,False
SEN-018,FAC-004,conductivity_us,263.7,µS/cm,2026-02-27T01:30:04.546788,False
SEN-073,FAC-016,pressure_bar,4.35,bar,2025-11-28T10:31:41.708694,False
SEN-088,FAC-019,chlorine_mg_l,0.8,mg/L,2026-02-06T04:18:27.132274,False
SEN-088,FAC-019,chlorine_mg_l,0.51,mg/L,2025-12-31T02:35:05.684960,False
SEN-045,FAC-010,ph,6.37,pH,2025-12-04T01:31:48.720847,True
SEN-061,FAC-013,ph,7.46,pH,2025-12-16T10:38:56.766214,False
SEN-027,FAC-006,pressure_bar,4.68,bar,2025-10-04T04:05:06.784576,False
SEN-009,FAC-002,conductivity_us,652.53,µS/cm,2026-01-21T10:18:35.814087,False
SEN-095,FAC-020,temperature_c,7.83,°C,2026-02-20T00:59:26.290610,False
SEN-062,FAC-013,flow_rate_m3h,171.14,m³/h,2026-02-26T02:00:47.964439,False
SEN-074,FAC-016,dissolved_o2,5.4,mg/L,2026-01-26T00:08:20.896615,False
SEN-080,FAC-017,turbidity_ntu,2.21,NTU,2025-10-14T13:01:58.620912,False
SEN-049,FAC-011,flow_rate_m3h,355.48,m³/h,2026-02-14T03:27:20.203613,False
SEN-079,FAC-017,chlorine_mg_l,1.36,mg/L,2025-10-27T04:21:34.243004,False
SEN-039,FAC-008,ph,7.03,pH,2025-11-07T02:11:53.487055,False
SEN-014,FAC-003,temperature_c,16.07,°C,2026-02-27T00:35:15.276675,False
